Column_Data_00
    step        time[-]    v_max[-]  ItrD Divergence[max]  ItrP         r_x    deltaP_P        rmsP       avrP       rmsV     time[sec]
     732   2.287500e+00  7.2078e-01   500     1.06604e-01   499  1.7498e-07  3.6098e-07   8.394e-04  1.835e-04  1.522e+01  3.819256e-02
     733   2.290625e+00  7.2083e-01   500     1.06619e-01   499  1.7441e-07  3.5979e-07   8.368e-04  1.836e-04  1.522e+01  3.736903e-02
     734   2.293750e+00  7.2088e-01   500     1.06633e-01   499  1.7384e-07  3.5862e-07   8.341e-04  1.837e-04  1.522e+01  3.596566e-02
     735   2.296875e+00  7.2093e-01   500     1.06648e-01   499  1.7328e-07  3.5746e-07   8.314e-04  1.838e-04  1.522e+01  3.574807e-02
     736   2.300000e+00  7.2098e-01   500     1.06662e-01   499  1.7272e-07  3.5631e-07   8.288e-04  1.839e-04  1.523e+01  5.183463e-02
     737   2.303125e+00  7.2103e-01   500     1.06676e-01   499  1.7217e-07  3.5517e-07   8.262e-04  1.840e-04  1.523e+01  3.657607e-02
     738   2.306250e+00  7.2108e-01   500     1.06690e-01   499  1.7162e-07  3.5404e-07   8.236e-04  1.841e-04  1.523e+01  2.984521e-02
     739   2.309375e+00  7.2113e-01   500     1.06703e-01   499  1.7107e-07  3.5292e-07   8.210e-04  1.842e-04  1.524e+01  3.554416e-02
     740   2.312500e+00  7.2118e-01   500     1.06716e-01   499  1.7054e-07  3.5181e-07   8.184e-04  1.843e-04  1.524e+01  3.529835e-02
     741   2.315625e+00  7.2122e-01   500     1.06729e-01   499  1.7000e-07  3.5071e-07   8.158e-04  1.844e-04  1.524e+01  3.031129e-02
     742   2.318750e+00  7.2127e-01   500     1.06742e-01   499  1.6947e-07  3.4962e-07   8.132e-04  1.844e-04  1.525e+01  4.011850e-02
     743   2.321875e+00  7.2132e-01   500     1.06754e-01   499  1.6895e-07  3.4853e-07   8.107e-04  1.845e-04  1.525e+01  3.679603e-02
     744   2.325000e+00  7.2136e-01   500     1.06766e-01   499  1.6843e-07  3.4746e-07   8.081e-04  1.846e-04  1.525e+01  3.648067e-02
     745   2.328125e+00  7.2141e-01   500     1.06778e-01   499  1.6791e-07  3.4640e-07   8.056e-04  1.847e-04  1.525e+01  3.685109e-02
     746   2.331250e+00  7.2145e-01   500     1.06790e-01   499  1.6740e-07  3.4534e-07   8.031e-04  1.848e-04  1.526e+01  3.013907e-02
     747   2.334375e+00  7.2149e-01   500     1.06802e-01   499  1.6689e-07  3.4430e-07   8.006e-04  1.849e-04  1.526e+01  3.629958e-02
     748   2.337500e+00  7.2154e-01   500     1.06813e-01   499  1.6639e-07  3.4326e-07   7.981e-04  1.850e-04  1.526e+01  3.600516e-02
     749   2.340625e+00  7.2158e-01   500     1.06824e-01   499  1.6589e-07  3.4223e-07   7.956e-04  1.851e-04  1.527e+01  3.536393e-02
     750   2.343750e+00  7.2162e-01   500     1.06834e-01   499  1.6540e-07  3.4121e-07   7.931e-04  1.852e-04  1.527e+01  3.192273e-02
     751   2.346875e+00  7.2166e-01   500     1.06845e-01   499  1.6491e-07  3.4020e-07   7.907e-04  1.852e-04  1.527e+01  3.634551e-02
     752   2.350000e+00  7.2170e-01   500     1.06855e-01   499  1.6443e-07  3.3920e-07   7.882e-04  1.853e-04  1.527e+01  3.667014e-02
     753   2.353125e+00  7.2174e-01   500     1.06865e-01   499  1.6394e-07  3.3821e-07   7.858e-04  1.854e-04  1.528e+01  3.602731e-02
     754   2.356250e+00  7.2178e-01   500     1.06875e-01   499  1.6347e-07  3.3723e-07   7.833e-04  1.855e-04  1.528e+01  3.115787e-02
     755   2.359375e+00  7.2182e-01   500     1.06884e-01   499  1.6299e-07  3.3625e-07   7.809e-04  1.856e-04  1.528e+01  4.562918e-02
     756   2.362500e+00  7.2186e-01   500     1.06894e-01   499  1.6253e-07  3.3528e-07   7.785e-04  1.857e-04  1.529e+01  4.480933e-02
     757   2.365625e+00  7.2190e-01   500     1.06903e-01   499  1.6206e-07  3.3432e-07   7.761e-04  1.858e-04  1.529e+01  4.489557e-02
     758   2.368750e+00  7.2193e-01   500     1.06911e-01   499  1.6160e-07  3.3337e-07   7.737e-04  1.858e-04  1.529e+01  3.663972e-02
     759   2.371875e+00  7.2197e-01   500     1.06920e-01   499  1.6114e-07  3.3243e-07   7.713e-04  1.859e-04  1.529e+01  3.548965e-02
     760   2.375000e+00  7.2201e-01   500     1.06928e-01   499  1.6069e-07  3.3149e-07   7.690e-04  1.860e-04  1.530e+01  3.668020e-02
     761   2.378125e+00  7.2204e-01   500     1.06936e-01   499  1.6024e-07  3.3056e-07   7.666e-04  1.861e-04  1.530e+01  3.697482e-02
     762   2.381250e+00  7.2208e-01   500     1.06944e-01   499  1.5979e-07  3.2965e-07   7.643e-04  1.862e-04  1.530e+01  3.599801e-02
     763   2.384375e+00  7.2211e-01   500     1.06951e-01   499  1.5935e-07  3.2873e-07   7.620e-04  1.863e-04  1.531e+01  3.524993e-02
     764   2.387500e+00  7.2215e-01   500     1.06959e-01   499  1.5891e-07  3.2783e-07   7.596e-04  1.863e-04  1.531e+01  3.532842e-02
     765   2.390625e+00  7.2218e-01   500     1.06966e-01   499  1.5848e-07  3.2693e-07   7.573e-04  1.864e-04  1.531e+01  3.236328e-02
     766   2.393750e+00  7.2221e-01   500     1.06973e-01   499  1.5805e-07  3.2604e-07   7.550e-04  1.865e-04  1.531e+01  3.773355e-02
     767   2.396875e+00  7.2224e-01   500     1.06979e-01   499  1.5762e-07  3.2516e-07   7.527e-04  1.866e-04  1.532e+01  3.577907e-02
     768   2.400000e+00  7.2228e-01   500     1.06986e-01   499  1.5720e-07  3.2429e-07   7.504e-04  1.867e-04  1.532e+01  3.615706e-02
     769   2.403125e+00  7.2231e-01   500     1.06992e-01   499  1.5677e-07  3.2342e-07   7.482e-04  1.868e-04  1.532e+01  3.699411e-02
     770   2.406250e+00  7.2234e-01   500     1.06998e-01   499  1.5636e-07  3.2256e-07   7.459e-04  1.868e-04  1.532e+01  3.722613e-02
     771   2.409375e+00  7.2237e-01   500     1.07003e-01   499  1.5594e-07  3.2170e-07   7.437e-04  1.869e-04  1.533e+01  3.606742e-02
     772   2.412500e+00  7.2240e-01   500     1.07009e-01   499  1.5553e-07  3.2086e-07   7.414e-04  1.870e-04  1.533e+01  3.560296e-02
     773   2.415625e+00  7.2243e-01   500     1.07014e-01   499  1.5513e-07  3.2002e-07   7.392e-04  1.871e-04  1.533e+01  3.841614e-02
     774   2.418750e+00  7.2246e-01   500     1.07019e-01   499  1.5472e-07  3.1918e-07   7.370e-04  1.872e-04  1.534e+01  3.640983e-02
     775   2.421875e+00  7.2249e-01   500     1.07023e-01   499  1.5432e-07  3.1836e-07   7.348e-04  1.872e-04  1.534e+01  3.617560e-02
     776   2.425000e+00  7.2252e-01   500     1.07028e-01   499  1.5393e-07  3.1754e-07   7.326e-04  1.873e-04  1.534e+01  3.520521e-02
     777   2.428125e+00  7.2255e-01   500     1.07032e-01   499  1.5353e-07  3.1673e-07   7.304e-04  1.874e-04  1.534e+01  3.622004e-02
     778   2.431250e+00  7.2258e-01   500     1.07036e-01   499  1.5314e-07  3.1592e-07   7.282e-04  1.875e-04  1.535e+01  3.654829e-02
     779   2.434375e+00  7.2260e-01   500     1.07040e-01   499  1.5275e-07  3.1512e-07   7.260e-04  1.875e-04  1.535e+01  3.540917e-02
     780   2.437500e+00  7.2263e-01   500     1.07043e-01   499  1.5237e-07  3.1433e-07   7.239e-04  1.876e-04  1.535e+01  3.574853e-02
     781   2.440625e+00  7.2266e-01   500     1.07046e-01   499  1.5199e-07  3.1354e-07   7.217e-04  1.877e-04  1.535e+01  3.667969e-02
     782   2.443750e+00  7.2268e-01   500     1.07049e-01   499  1.5161e-07  3.1276e-07   7.196e-04  1.878e-04  1.536e+01  5.007821e-02
     783   2.446875e+00  7.2271e-01   500     1.07052e-01   499  1.5123e-07  3.1198e-07   7.174e-04  1.879e-04  1.536e+01  3.568901e-02
     784   2.450000e+00  7.2273e-01   500     1.07055e-01   499  1.5086e-07  3.1121e-07   7.153e-04  1.879e-04  1.536e+01  3.537732e-02
     785   2.453125e+00  7.2276e-01   500     1.07057e-01   499  1.5049e-07  3.1045e-07   7.132e-04  1.880e-04  1.536e+01  3.678785e-02
     786   2.456250e+00  7.2278e-01   500     1.07059e-01   499  1.5012e-07  3.0969e-07   7.111e-04  1.881e-04  1.537e+01  3.533090e-02
     787   2.459375e+00  7.2281e-01   500     1.07061e-01   499  1.4976e-07  3.0894e-07   7.090e-04  1.882e-04  1.537e+01  3.494506e-02
     788   2.462500e+00  7.2283e-01   500     1.07063e-01   499  1.4940e-07  3.0820e-07   7.069e-04  1.882e-04  1.537e+01  3.543463e-02
     789   2.465625e+00  7.2286e-01   500     1.07064e-01   499  1.4904e-07  3.0746e-07   7.048e-04  1.883e-04  1.537e+01  3.440475e-02
     790   2.468750e+00  7.2288e-01   500     1.07066e-01   499  1.4868e-07  3.0672e-07   7.028e-04  1.884e-04  1.538e+01  3.742693e-02
     791   2.471875e+00  7.2290e-01   500     1.07067e-01   499  1.4833e-07  3.0599e-07   7.007e-04  1.885e-04  1.538e+01  3.686728e-02
     792   2.475000e+00  7.2293e-01   500     1.07067e-01   499  1.4798e-07  3.0527e-07   6.987e-04  1.885e-04  1.538e+01  3.601703e-02
     793   2.478125e+00  7.2295e-01   500     1.07068e-01   499  1.4763e-07  3.0455e-07   6.966e-04  1.886e-04  1.539e+01  3.753816e-02
     794   2.481250e+00  7.2297e-01   500     1.07068e-01   499  1.4729e-07  3.0384e-07   6.946e-04  1.887e-04  1.539e+01  3.822710e-02
     795   2.484375e+00  7.2299e-01   500     1.07068e-01   499  1.4694e-07  3.0313e-07   6.926e-04  1.887e-04  1.539e+01  3.597583e-02
     796   2.487500e+00  7.2301e-01   500     1.07068e-01   499  1.4660e-07  3.0243e-07   6.906e-04  1.888e-04  1.539e+01  3.911418e-02
     797   2.490625e+00  7.2303e-01   500     1.07068e-01   499  1.4626e-07  3.0173e-07   6.886e-04  1.889e-04  1.540e+01  3.749709e-02
     798   2.493750e+00  7.2305e-01   500     1.07068e-01   499  1.4593e-07  3.0104e-07   6.866e-04  1.890e-04  1.540e+01  3.625980e-02
     799   2.496875e+00  7.2307e-01   500     1.07067e-01   499  1.4560e-07  3.0036e-07   6.846e-04  1.890e-04  1.540e+01  3.665549e-02
     800   2.500000e+00  7.2309e-01   500     1.07066e-01   499  1.4527e-07  2.9967e-07   6.826e-04  1.891e-04  1.540e+01  3.338362e-02
     801   2.503125e+00  7.2311e-01   500     1.07065e-01   499  1.4494e-07  2.9900e-07   6.806e-04  1.892e-04  1.541e+01  3.658407e-02
     802   2.506250e+00  7.2313e-01   500     1.07064e-01   499  1.4461e-07  2.9832e-07   6.787e-04  1.892e-04  1.541e+01  3.563874e-02
     803   2.509375e+00  7.2315e-01   500     1.07062e-01   499  1.4429e-07  2.9766e-07   6.767e-04  1.893e-04  1.541e+01  3.022630e-02
     804   2.512500e+00  7.2317e-01   500     1.07060e-01   499  1.4397e-07  2.9699e-07   6.748e-04  1.894e-04  1.541e+01  1.915393e-01
     805   2.515625e+00  7.2319e-01   500     1.07058e-01   499  1.4365e-07  2.9634e-07   6.728e-04  1.895e-04  1.542e+01  3.158578e-02
     806   2.518750e+00  7.2321e-01   500     1.07056e-01   499  1.4333e-07  2.9568e-07   6.709e-04  1.895e-04  1.542e+01  4.397284e-02
     807   2.521875e+00  7.2322e-01   500     1.07054e-01   499  1.4302e-07  2.9503e-07   6.690e-04  1.896e-04  1.542e+01  3.570242e-02
     808   2.525000e+00  7.2324e-01   500     1.07051e-01   499  1.4271e-07  2.9439e-07   6.671e-04  1.897e-04  1.542e+01  9.913279e-02
     809   2.528125e+00  7.2326e-01   500     1.07049e-01   499  1.4240e-07  2.9375e-07   6.652e-04  1.897e-04  1.543e+01  3.663843e-02
     810   2.531250e+00  7.2327e-01   500     1.07046e-01   499  1.4209e-07  2.9311e-07   6.633e-04  1.898e-04  1.543e+01  3.763686e-02
     811   2.534375e+00  7.2329e-01   500     1.07043e-01   499  1.4178e-07  2.9248e-07   6.614e-04  1.899e-04  1.543e+01  3.595849e-02
     812   2.537500e+00  7.2331e-01   500     1.07039e-01   499  1.4148e-07  2.9186e-07   6.595e-04  1.899e-04  1.543e+01  4.433222e-02
     813   2.540625e+00  7.2332e-01   500     1.07036e-01   499  1.4118e-07  2.9123e-07   6.577e-04  1.900e-04  1.544e+01  3.631791e-02
     814   2.543750e+00  7.2334e-01   500     1.07032e-01   499  1.4088e-07  2.9061e-07   6.558e-04  1.901e-04  1.544e+01  3.679368e-02
     815   2.546875e+00  7.2335e-01   500     1.07028e-01   499  1.4058e-07  2.9000e-07   6.539e-04  1.901e-04  1.544e+01  3.677127e-02
     816   2.550000e+00  7.2337e-01   500     1.07024e-01   499  1.4028e-07  2.8939e-07   6.521e-04  1.902e-04  1.544e+01  3.707891e-02
     817   2.553125e+00  7.2338e-01   500     1.07020e-01   499  1.3999e-07  2.8878e-07   6.503e-04  1.903e-04  1.545e+01  3.905589e-02
     818   2.556250e+00  7.2339e-01   500     1.07016e-01   499  1.3970e-07  2.8818e-07   6.484e-04  1.903e-04  1.545e+01  3.707322e-02
     819   2.559375e+00  7.2341e-01   500     1.07011e-01   499  1.3940e-07  2.8758e-07   6.466e-04  1.904e-04  1.545e+01  3.607500e-02
     820   2.562500e+00  7.2342e-01   500     1.07006e-01   499  1.3912e-07  2.8698e-07   6.448e-04  1.905e-04  1.545e+01  3.588329e-02
     821   2.565625e+00  7.2343e-01   500     1.07002e-01   499  1.3883e-07  2.8639e-07   6.430e-04  1.905e-04  1.545e+01  3.570595e-02
     822   2.568750e+00  7.2345e-01   500     1.06996e-01   499  1.3854e-07  2.8581e-07   6.412e-04  1.906e-04  1.546e+01  3.590602e-02
     823   2.571875e+00  7.2346e-01   500     1.06991e-01   499  1.3826e-07  2.8522e-07   6.394e-04  1.907e-04  1.546e+01  3.636328e-02
     824   2.575000e+00  7.2347e-01   500     1.06986e-01   499  1.3798e-07  2.8464e-07   6.376e-04  1.907e-04  1.546e+01  3.744735e-02
     825   2.578125e+00  7.2348e-01   500     1.06980e-01   499  1.3770e-07  2.8406e-07   6.358e-04  1.908e-04  1.546e+01  3.677669e-02
     826   2.581250e+00  7.2350e-01   500     1.06974e-01   499  1.3742e-07  2.8349e-07   6.341e-04  1.909e-04  1.547e+01  3.804249e-02
     827   2.584375e+00  7.2351e-01   500     1.06969e-01   499  1.3715e-07  2.8292e-07   6.323e-04  1.909e-04  1.547e+01  3.655128e-02
     828   2.587500e+00  7.2352e-01   500     1.06962e-01   499  1.3687e-07  2.8235e-07   6.305e-04  1.910e-04  1.547e+01  3.756993e-02
     829   2.590625e+00  7.2353e-01   500     1.06956e-01   499  1.3660e-07  2.8179e-07   6.288e-04  1.910e-04  1.547e+01  2.526759e-01
     830   2.593750e+00  7.2354e-01   500     1.06950e-01   499  1.3633e-07  2.8123e-07   6.271e-04  1.911e-04  1.548e+01  3.140601e-02
     831   2.596875e+00  7.2355e-01   500     1.06943e-01   499  1.3606e-07  2.8067e-07   6.253e-04  1.912e-04  1.548e+01  3.680132e-02
     832   2.600000e+00  7.2356e-01   500     1.06937e-01   499  1.3579e-07  2.8012e-07   6.236e-04  1.912e-04  1.548e+01  3.603287e-02
     833   2.603125e+00  7.2357e-01   500     1.06930e-01   499  1.3552e-07  2.7957e-07   6.219e-04  1.913e-04  1.548e+01  3.647060e-02
     834   2.606250e+00  7.2358e-01   500     1.06923e-01   499  1.3526e-07  2.7902e-07   6.202e-04  1.914e-04  1.549e+01  2.999347e-02
     835   2.609375e+00  7.2359e-01   500     1.06916e-01   499  1.3499e-07  2.7847e-07   6.185e-04  1.914e-04  1.549e+01  3.663568e-02
     836   2.612500e+00  7.2360e-01   500     1.06908e-01   499  1.3473e-07  2.7793e-07   6.168e-04  1.915e-04  1.549e+01  3.560629e-02
     837   2.615625e+00  7.2361e-01   500     1.06901e-01   499  1.3447e-07  2.7739e-07   6.151e-04  1.915e-04  1.549e+01  3.438271e-02
     838   2.618750e+00  7.2362e-01   500     1.06893e-01   499  1.3421e-07  2.7686e-07   6.134e-04  1.916e-04  1.549e+01  2.973926e-02
     839   2.621875e+00  7.2362e-01   500     1.06886e-01   499  1.3395e-07  2.7633e-07   6.117e-04  1.917e-04  1.550e+01  3.606670e-02
     840   2.625000e+00  7.2363e-01   500     1.06878e-01   499  1.3369e-07  2.7580e-07   6.100e-04  1.917e-04  1.550e+01  3.498381e-02
     841   2.628125e+00  7.2364e-01   500     1.06870e-01   499  1.3344e-07  2.7527e-07   6.084e-04  1.918e-04  1.550e+01  3.998594e-02
     842   2.631250e+00  7.2365e-01   500     1.06862e-01   499  1.3318e-07  2.7474e-07   6.067e-04  1.918e-04  1.550e+01  3.051212e-02
     843   2.634375e+00  7.2366e-01   500     1.06854e-01   499  1.3293e-07  2.7422e-07   6.051e-04  1.919e-04  1.551e+01  3.818186e-02
     844   2.637500e+00  7.2366e-01   500     1.06845e-01   499  1.3268e-07  2.7370e-07   6.034e-04  1.920e-04  1.551e+01  3.607989e-02
     845   2.640625e+00  7.2367e-01   500     1.06837e-01   499  1.3243e-07  2.7318e-07   6.018e-04  1.920e-04  1.551e+01  3.590010e-02
     846   2.643750e+00  7.2368e-01   500     1.06828e-01   499  1.3218e-07  2.7267e-07   6.001e-04  1.921e-04  1.551e+01  3.736644e-02
     847   2.646875e+00  7.2368e-01   500     1.06819e-01   499  1.3193e-07  2.7216e-07   5.985e-04  1.921e-04  1.552e+01  3.761034e-02
     848   2.650000e+00  7.2369e-01   500     1.06810e-01   499  1.3168e-07  2.7165e-07   5.969e-04  1.922e-04  1.552e+01  3.615061e-02
     849   2.653125e+00  7.2369e-01   500     1.06801e-01   499  1.3144e-07  2.7114e-07   5.953e-04  1.922e-04  1.552e+01  3.596789e-02
     850   2.656250e+00  7.2370e-01   500     1.06792e-01   499  1.3119e-07  2.7064e-07   5.937e-04  1.923e-04  1.552e+01  3.692619e-02
     851   2.659375e+00  7.2370e-01   500     1.06783e-01   499  1.3095e-07  2.7014e-07   5.921e-04  1.924e-04  1.552e+01  3.931948e-02
     852   2.662500e+00  7.2371e-01   500     1.06774e-01   499  1.3071e-07  2.6964e-07   5.905e-04  1.924e-04  1.553e+01  3.679993e-02
     853   2.665625e+00  7.2371e-01   500     1.06764e-01   499  1.3047e-07  2.6914e-07   5.889e-04  1.925e-04  1.553e+01  3.556691e-02
     854   2.668750e+00  7.2372e-01   500     1.06754e-01   499  1.3023e-07  2.6864e-07   5.873e-04  1.925e-04  1.553e+01  3.681209e-02
     855   2.671875e+00  7.2372e-01   500     1.06745e-01   499  1.2999e-07  2.6815e-07   5.857e-04  1.926e-04  1.553e+01  5.753329e-02
     856   2.675000e+00  7.2373e-01   500     1.06735e-01   499  1.2975e-07  2.6766e-07   5.842e-04  1.926e-04  1.554e+01  3.726700e-02
     857   2.678125e+00  7.2373e-01   500     1.06725e-01   499  1.2951e-07  2.6717e-07   5.826e-04  1.927e-04  1.554e+01  4.162494e-02
     858   2.681250e+00  7.2374e-01   500     1.06715e-01   499  1.2928e-07  2.6668e-07   5.810e-04  1.928e-04  1.554e+01  3.722604e-02
     859   2.684375e+00  7.2374e-01   500     1.06705e-01   499  1.2904e-07  2.6620e-07   5.795e-04  1.928e-04  1.554e+01  3.761810e-02
     860   2.687500e+00  7.2374e-01   500     1.06695e-01   499  1.2881e-07  2.6571e-07   5.779e-04  1.929e-04  1.554e+01  1.016372e-01
     861   2.690625e+00  7.2375e-01   500     1.06684e-01   499  1.2857e-07  2.6523e-07   5.764e-04  1.929e-04  1.555e+01  3.710516e-02
     862   2.693750e+00  7.2375e-01   500     1.06674e-01   499  1.2834e-07  2.6475e-07   5.749e-04  1.930e-04  1.555e+01  3.824724e-02
     863   2.696875e+00  7.2375e-01   500     1.06663e-01   499  1.2811e-07  2.6428e-07   5.733e-04  1.930e-04  1.555e+01  3.897136e-02
     864   2.700000e+00  7.2376e-01   500     1.06653e-01   499  1.2788e-07  2.6380e-07   5.718e-04  1.931e-04  1.555e+01  4.717075e-02
     865   2.703125e+00  7.2376e-01   500     1.06642e-01   499  1.2765e-07  2.6333e-07   5.703e-04  1.931e-04  1.556e+01  4.281202e-02
     866   2.706250e+00  7.2376e-01   500     1.06631e-01   499  1.2742e-07  2.6286e-07   5.688e-04  1.932e-04  1.556e+01  3.637195e-02
     867   2.709375e+00  7.2376e-01   500     1.06620e-01   499  1.2719e-07  2.6239e-07   5.673e-04  1.932e-04  1.556e+01  3.699722e-02
     868   2.712500e+00  7.2376e-01   500     1.06609e-01   499  1.2697e-07  2.6192e-07   5.658e-04  1.933e-04  1.556e+01  3.740527e-02
     869   2.715625e+00  7.2377e-01   500     1.06598e-01   499  1.2674e-07  2.6145e-07   5.643e-04  1.934e-04  1.556e+01  3.777293e-02
     870   2.718750e+00  7.2377e-01   500     1.06587e-01   499  1.2651e-07  2.6099e-07   5.628e-04  1.934e-04  1.557e+01  3.693411e-02
     871   2.721875e+00  7.2377e-01   500     1.06575e-01   499  1.2629e-07  2.6052e-07   5.613e-04  1.935e-04  1.557e+01  3.738086e-02
     872   2.725000e+00  7.2377e-01   500     1.06564e-01   499  1.2607e-07  2.6006e-07   5.598e-04  1.935e-04  1.557e+01  3.777220e-02
     873   2.728125e+00  7.2377e-01   500     1.06553e-01   499  1.2584e-07  2.5960e-07   5.583e-04  1.936e-04  1.557e+01  3.627881e-02
     874   2.731250e+00  7.2377e-01   500     1.06541e-01   499  1.2562e-07  2.5914e-07   5.568e-04  1.936e-04  1.557e+01  3.803099e-02
     875   2.734375e+00  7.2377e-01   500     1.06529e-01   499  1.2540e-07  2.5868e-07   5.554e-04  1.937e-04  1.558e+01  4.166636e-02
     876   2.737500e+00  7.2377e-01   500     1.06518e-01   499  1.2518e-07  2.5823e-07   5.539e-04  1.937e-04  1.558e+01  3.821499e-02
     877   2.740625e+00  7.2377e-01   500     1.06506e-01   499  1.2496e-07  2.5777e-07   5.525e-04  1.938e-04  1.558e+01  3.654799e-02
     878   2.743750e+00  7.2377e-01   500     1.06494e-01   499  1.2474e-07  2.5732e-07   5.510e-04  1.938e-04  1.558e+01  3.795856e-02
     879   2.746875e+00  7.2377e-01   500     1.06482e-01   499  1.2452e-07  2.5687e-07   5.496e-04  1.939e-04  1.559e+01  6.114245e-02
     880   2.750000e+00  7.2377e-01   500     1.06470e-01   499  1.2430e-07  2.5642e-07   5.481e-04  1.939e-04  1.559e+01  3.878595e-02
     881   2.753125e+00  7.2377e-01   500     1.06458e-01   499  1.2408e-07  2.5597e-07   5.467e-04  1.940e-04  1.559e+01  3.676313e-02
     882   2.756250e+00  7.2377e-01   500     1.06446e-01   499  1.2387e-07  2.5552e-07   5.453e-04  1.940e-04  1.559e+01  3.611776e-02
     883   2.759375e+00  7.2377e-01   500     1.06434e-01   499  1.2365e-07  2.5507e-07   5.438e-04  1.941e-04  1.559e+01  3.667235e-02
     884   2.762500e+00  7.2377e-01   500     1.06421e-01   499  1.2343e-07  2.5463e-07   5.424e-04  1.941e-04  1.560e+01  3.802574e-02
     885   2.765625e+00  7.2377e-01   500     1.06409e-01   499  1.2322e-07  2.5418e-07   5.410e-04  1.942e-04  1.560e+01  3.568947e-02
     886   2.768750e+00  7.2377e-01   500     1.06397e-01   499  1.2300e-07  2.5374e-07   5.396e-04  1.942e-04  1.560e+01  3.624616e-02
     887   2.771875e+00  7.2377e-01   500     1.06384e-01   499  1.2279e-07  2.5330e-07   5.382e-04  1.943e-04  1.560e+01  3.565892e-02
     888   2.775000e+00  7.2376e-01   500     1.06372e-01   499  1.2257e-07  2.5286e-07   5.368e-04  1.943e-04  1.560e+01  3.803888e-02
     889   2.778125e+00  7.2376e-01   500     1.06359e-01   499  1.2236e-07  2.5242e-07   5.354e-04  1.944e-04  1.561e+01  3.671916e-02
     890   2.781250e+00  7.2376e-01   500     1.06346e-01   499  1.2215e-07  2.5198e-07   5.340e-04  1.944e-04  1.561e+01  3.633988e-02
     891   2.784375e+00  7.2376e-01   500     1.06334e-01   499  1.2194e-07  2.5154e-07   5.326e-04  1.945e-04  1.561e+01  4.152941e-02
     892   2.787500e+00  7.2376e-01   500     1.06321e-01   499  1.2172e-07  2.5110e-07   5.312e-04  1.945e-04  1.561e+01  3.152310e-02
     893   2.790625e+00  7.2375e-01   500     1.06308e-01   499  1.2151e-07  2.5067e-07   5.298e-04  1.946e-04  1.561e+01  3.703556e-02
     894   2.793750e+00  7.2375e-01   500     1.06295e-01   499  1.2130e-07  2.5023e-07   5.284e-04  1.946e-04  1.562e+01  3.673480e-02
     895   2.796875e+00  7.2375e-01   500     1.06282e-01   499  1.2109e-07  2.4980e-07   5.271e-04  1.947e-04  1.562e+01  3.548287e-02
     896   2.800000e+00  7.2375e-01   500     1.06269e-01   499  1.2088e-07  2.4936e-07   5.257e-04  1.947e-04  1.562e+01  3.296014e-02
     897   2.803125e+00  7.2374e-01   500     1.06256e-01   499  1.2067e-07  2.4893e-07   5.243e-04  1.947e-04  1.562e+01  3.750404e-02
     898   2.806250e+00  7.2374e-01   500     1.06243e-01   499  1.2046e-07  2.4850e-07   5.230e-04  1.948e-04  1.562e+01  3.754827e-02
     899   2.809375e+00  7.2374e-01   500     1.06230e-01   499  1.2025e-07  2.4807e-07   5.216e-04  1.948e-04  1.563e+01  3.648292e-02
     900   2.812500e+00  7.2374e-01   500     1.06217e-01   499  1.2005e-07  2.4764e-07   5.203e-04  1.949e-04  1.563e+01  3.741709e-02
     901   2.815625e+00  7.2373e-01   500     1.06204e-01   499  1.1984e-07  2.4721e-07   5.189e-04  1.949e-04  1.563e+01  3.651856e-02
     902   2.818750e+00  7.2373e-01   500     1.06190e-01   499  1.1963e-07  2.4678e-07   5.176e-04  1.950e-04  1.563e+01  3.587962e-02
     903   2.821875e+00  7.2373e-01   500     1.06177e-01   499  1.1942e-07  2.4635e-07   5.162e-04  1.950e-04  1.563e+01  3.643098e-02
     904   2.825000e+00  7.2372e-01   500     1.06164e-01   499  1.1921e-07  2.4592e-07   5.149e-04  1.951e-04  1.564e+01  3.737480e-02
     905   2.828125e+00  7.2372e-01   500     1.06150e-01   499  1.1901e-07  2.4550e-07   5.135e-04  1.951e-04  1.564e+01  3.600000e-02
     906   2.831250e+00  7.2371e-01   500     1.06137e-01   499  1.1880e-07  2.4507e-07   5.122e-04  1.952e-04  1.564e+01  3.675094e-02
     907   2.834375e+00  7.2371e-01   500     1.06123e-01   499  1.1859e-07  2.4465e-07   5.109e-04  1.952e-04  1.564e+01  1.185748e-01
     908   2.837500e+00  7.2371e-01   500     1.06110e-01   499  1.1839e-07  2.4422e-07   5.096e-04  1.952e-04  1.564e+01  2.950583e-02
     909   2.840625e+00  7.2370e-01   500     1.06096e-01   499  1.1818e-07  2.4380e-07   5.083e-04  1.953e-04  1.565e+01  3.863117e-02
     910   2.843750e+00  7.2370e-01   500     1.06083e-01   499  1.1798e-07  2.4337e-07   5.069e-04  1.953e-04  1.565e+01  3.565132e-02
     911   2.846875e+00  7.2369e-01   500     1.06069e-01   499  1.1777e-07  2.4295e-07   5.056e-04  1.954e-04  1.565e+01  3.776277e-02
     912   2.850000e+00  7.2369e-01   500     1.06055e-01   499  1.1757e-07  2.4252e-07   5.043e-04  1.954e-04  1.565e+01  3.595935e-02
     913   2.853125e+00  7.2368e-01   500     1.06042e-01   499  1.1736e-07  2.4210e-07   5.030e-04  1.955e-04  1.565e+01  3.961591e-02
     914   2.856250e+00  7.2368e-01   500     1.06028e-01   499  1.1716e-07  2.4168e-07   5.017e-04  1.955e-04  1.566e+01  3.901646e-02
